Student_ID,Subject,Exam_Score,Homework_Completion_%,Teacher_Comments,Homework_Score,Final_Score
S05455,History,100,-5,Capital similar environment check final goal notice.,5.0,71.5
S06229,Arabic,63,95,Will cold remain company real maintain others lawyer peace base.,95.0,72.6
S09899,History,94,-5,,5.0,67.3
S06476,Math,75,-5,While religious trial tough admit activity ago like raise key as size town.,5.0,54.0
S05830,English,94,-5,Improve difficult science allow give he wife ten treatment huge good.,5.0,67.3
S11879,Arabic,76,-5,Bar customer main drop tend fly risk interview save receive child season nice.,5.0,54.699999999999996
S11490,History,104,90,Strategy order about push eat kitchen capital accept child body despite.,90.0,99.8
S09481,Arabic,81,100%,Machine certainly suffer series send suffer.,100.0,86.69999999999999
S01814,Geography,78,90,Hospital picture maybe citizen ask red myself south common.,90.0,81.6
S05878,Math,59,100%,Shake firm age along yard but thank democratic factor visit study statement over.,100.0,71.3
S01391,Arabic,102,95,Mean education go stage read Republican build continue letter meeting evening determine.,95.0,99.89999999999999
S00680,Science,77,80%,,80.0,77.9
S00367,Geography,41,90,Fact simply kitchen especially return Democrat why society agent continue friend discussion participant.,90.0,55.7
S09789,History,108,95,Themselves often over fire mean responsibility east.,95.0,104.1
S10305,Science,59,-5,Particularly occur trouble ago young cup protect become herself about.,5.0,42.8
S05671,Geography,69,-5,Fall manager national can issue purpose.,5.0,49.8
S08992,Math,104,90,Report what seek current because offer security.,90.0,99.8
S10371,Geography,53,95,Stop produce speech herself very onto make newspaper world structure dog.,95.0,65.6
S05639,Science,94,95,Hot member prevent space item Democrat.,95.0,94.3
S02770,History,110,90,Drop sign real box single receive.,90.0,104.0
S05677,Geography,95,-5,,5.0,68.0
S07693,Science,55,90,Media then direction kind impact instead herself test.,90.0,65.5
S02163,Math,47,95,Group throughout arrive likely stage whose.,95.0,61.4
S10258,Science,74,90,Trial really particularly out mission top finish decade who let sport.,90.0,78.8
S05152,Geography,92,100%,Art door what level attack stock.,100.0,94.39999999999999
S03675,Math,82,90,Impact imagine always authority couple about above difficult another safe check heavy.,90.0,84.4
S00430,Science,52,90,Myself management art industry whom wind herself military.,90.0,63.4
S01347,Math,98,95,Teacher who each response tonight training yeah federal must.,95.0,97.1
S05109,Geography,61,80%,Very stuff city past contain Congress away.,80.0,66.69999999999999
S03104,Geography,46,95,Top free PM scientist anyone environment fall style bed continue always.,95.0,60.699999999999996
S05661,Math,107,-5,Officer probably knowledge industry energy generation activity class expert.,5.0,76.39999999999999
S02862,Science,100,95,Job over art happen fact sure hold institution until run.,95.0,98.5
S01548,Arabic,41,80%,Surface network born all white test even exactly.,80.0,52.7
S06040,Geography,58,100%,Give not anything drug use wind study region.,100.0,70.6
S05253,Geography,101,100%,Weight myself matter successful camera power fish they hundred any cup determine.,100.0,100.69999999999999
S01008,History,72,-5,Dream hot experience impact short notice against certainly across.,5.0,51.9
S03430,Geography,64,95,,95.0,73.3
S05976,History,108,-5,Garden physical fact peace approach cause firm range level office pay someone least.,5.0,77.1
S09370,English,48,-5,Bar store help public dark summer finish.,5.0,35.099999999999994
S10285,English,80,100%,Provide should art during to chance real join.,100.0,86.0
S01096,Math,41,100%,,100.0,58.7
S03662,Math,99,-5,Lay election seek hear coach realize newspaper.,5.0,70.8
S04738,History,70,-5,Production possible rest system reveal interview learn.,5.0,50.5
S10595,Geography,104,95,Yes sense social reality tell tend whether sort consumer night action read building.,95.0,101.3
S04602,Science,56,100%,Itself might account cut maintain nice these it first language because.,100.0,69.19999999999999
S06960,Science,53,-5,Wear indicate name travel many understand specific.,5.0,38.599999999999994
S03011,Geography,45,80%,Information nothing blood cup live them glass upon.,80.0,55.5
S03094,Arabic,73,100%,Serious than west down usually realize foreign.,100.0,81.1
S09722,Arabic,103,95,Loss writer those culture possible name service part garden several piece.,95.0,100.6
S01047,History,58,95,Method far hold pull have the notice resource pressure time.,95.0,69.1
S09027,Math,40,90,Indicate blue since wear always value boy weight man institution.,90.0,55.0
S00862,English,86,80%,Him worker senior stay subject trade current along you.,80.0,84.19999999999999
S04876,History,100,90,Pretty scene service hope similar until billion trouble run up.,90.0,97.0
S03014,Arabic,54,90,No finally bank ahead investment for sister station first else machine.,90.0,64.8
S03176,History,46,80%,Tree hand consumer energy beat notice human company sure man.,80.0,56.199999999999996
S05940,Science,79,100%,Turn finish must food argue low pay contain question.,100.0,85.3
S06289,Arabic,88,80%,Mission I site within leave teach administration community ever.,80.0,85.6
S06085,History,101,95,Recent dinner project activity it air few magazine chair.,95.0,99.19999999999999
S10236,Science,110,95,Watch board onto oil buy actually middle treatment accept.,95.0,105.5
S02498,Math,57,100%,Coach professor peace drug size character blood even kid analysis end meet.,100.0,69.9
S11669,Geography,104,95,Smile leader who church mission bring guess see be pick.,95.0,101.3
S02774,Science,75,100%,Administration need focus series alone or worker forward.,100.0,82.5
S07680,Geography,83,-5,Figure history ready soon whatever discussion than point song six reason.,5.0,59.599999999999994
S08171,Math,97,-5,Represent study consider live glass who home officer size area sing must.,5.0,69.39999999999999
S06544,History,69,-5,Dog alone rate avoid development happen.,5.0,49.8
S05164,Arabic,59,90,,90.0,68.3
S10915,Science,66,90,Under focus require speak important total party own.,90.0,73.19999999999999
S07218,English,44,-5,Option stay risk party down life article walk pass easy.,5.0,32.3
S11531,History,87,100%,Evening he unit cup camera speech away ball report market.,100.0,90.9
S05300,Geography,95,80%,Member theory movement matter song dinner.,80.0,90.5
S03320,Geography,101,90,Character nor system group give consumer mind inside early.,90.0,97.69999999999999
S01809,Science,72,95,Shoulder success environmental any magazine interest minute group attorney admit too finally collection.,95.0,78.9
S03675,Geography,62,90,True should girl manager left read only would experience situation daughter ball style.,90.0,70.4
S11787,History,76,80%,Add current firm for chair difference ready task much forward unit site.,80.0,77.19999999999999
S02222,Arabic,67,100%,Wall kitchen family radio his staff probably theory.,100.0,76.9
S01222,Geography,96,-5,Cost we world around present action several card gun dark.,5.0,68.69999999999999
S11021,Math,52,90,Note something pattern plant spring how show between leader remain.,90.0,63.4
S07951,Arabic,73,-5,Last threat wife happy least reveal society.,5.0,52.599999999999994
S06632,Science,70,100%,,100.0,79.0
S08386,Geography,47,90,Officer hour similar owner trouble impact open case I.,90.0,59.9
S02713,Geography,85,90,Nice student impact as too act.,90.0,86.5
S05318,Math,42,100%,Any central well six federal vote loss likely bill carry him feel detail.,100.0,59.4
S05582,Math,70,90,Expect myself real student agree Democrat base drop though in.,90.0,76.0
S10134,English,95,80%,Each door kid its law air election special final clear edge drive include.,80.0,90.5
S05878,Arabic,97,-5,Resource our movement remember network environmental manager weight guess.,5.0,69.39999999999999
S00374,History,53,100%,Final something I song yard this audience fill outside certain.,100.0,67.1
S03884,Science,89,100%,First two fall move world to.,100.0,92.3
S06078,Arabic,64,-5,Event individual environment contain language range star doctor.,5.0,46.3
S05390,Science,50,-5,Sure senior put can boy teach western.,5.0,36.5
S03737,Geography,62,100%,Size watch second heavy race notice upon ask including.,100.0,73.4
S07159,Arabic,79,-5,Risk government according ok house front environment production until.,5.0,56.8
S08550,Arabic,52,80%,Agency until a top a far trouble.,80.0,60.4
S01115,Arabic,63,100%,Civil live response popular good fall center stay education main according.,100.0,74.1
S07942,History,90,100%,Audience teach thank much everyone them agree challenge form prevent.,100.0,93.0
S09082,Geography,77,80%,There rise kitchen card drop TV.,80.0,77.9
S06097,Arabic,74,80%,Culture name outside land artist teach mean.,80.0,75.8
S01689,History,109,80%,Military or have history represent next cultural something life quickly those.,80.0,100.3
S05550,English,44,-5,Discover consumer month per offer be.,5.0,32.3
S04074,History,89,-5,Analysis history leg stop stop sometimes available avoid hospital effect develop.,5.0,63.8
S11725,Geography,66,-5,Positive issue positive machine not party physical individual spring.,5.0,47.699999999999996
S08781,Science,62,100%,Piece might loss everybody majority science commercial rather recognize skill boy interview beyond.,100.0,73.4
S11307,Science,63,90,Argue firm player until bad particularly.,90.0,71.1
S06950,English,76,100%,Alone democratic current once look our fly floor response.,100.0,83.19999999999999
S06400,Geography,108,80%,Society take area trip difficult exactly fund doctor goal stand treatment board land.,80.0,99.6
S11153,Math,106,95,Seat across type themselves third minute remember.,95.0,102.69999999999999
S05189,Science,79,90,,90.0,82.3
S01087,English,91,-5,Hold ok again American blue month girl.,5.0,65.19999999999999
S05062,Geography,92,90,Purpose serious page enough response have mouth happy contain.,90.0,91.39999999999999
S07335,English,108,100%,Assume wonder shoulder form world book else live.,100.0,105.6
S07461,Arabic,50,100%,Third situation yourself administration clear record performance show strategy so everyone try.,100.0,65.0
S00263,Math,50,80%,Result cut page join brother program establish station on.,80.0,59.0
S00141,Science,61,95,Second up road Congress picture his get take give begin.,95.0,71.19999999999999
S08529,English,84,-5,Business treatment would plant fill so land upon entire everybody.,5.0,60.3
S06721,Geography,77,95,Seem member father individual each bad point laugh partner box.,95.0,82.4
